,,,52.71999910E-3,-59.999998659E-3,,,,,52.71999910E-3,2.3999999,,,,,52.71999910E-3,319.99999285E-3,,,,,52.71999910E-3,-639.999985695E-3,
,,,52.75999755E-3,-59.999998659E-3,,,,,52.75999755E-3,2.3999999,,,,,52.75999755E-3,280.00000119E-3,,,,,52.75999755E-3,-639.999985695E-3,
,,,52.79999971E-3,-59.999998659E-3,,,,,52.79999971E-3,2.3999999,,,,,52.79999971E-3,319.99999285E-3,,,,,52.79999971E-3,-639.999985695E-3,
,,,52.83999816E-3,-59.999998659E-3,,,,,52.83999816E-3,2.3999999,,,,,52.83999816E-3,280.00000119E-3,,,,,52.83999816E-3,-639.999985695E-3,
,,,52.87999660E-3,-79.999998212E-3,,,,,52.87999660E-3,2.3999999,,,,,52.87999660E-3,280.00000119E-3,,,,,52.87999660E-3,-639.999985695E-3,
,,,52.91999876E-3,-39.99999911E-3,,,,,52.91999876E-3,2.3999999,,,,,52.91999876E-3,280.00000119E-3,,,,,52.91999876E-3,-639.999985695E-3,
,,,52.95999721E-3,-59.999998659E-3,,,,,52.95999721E-3,2.3999999,,,,,52.95999721E-3,280.00000119E-3,,,,,52.95999721E-3,-639.999985695E-3,
,,,52.99999937E-3,-59.999998659E-3,,,,,52.99999937E-3,2.3999999,,,,,52.99999937E-3,280.00000119E-3,,,,,52.99999937E-3,-639.999985695E-3,
,,,53.03999782E-3,-79.999998212E-3,,,,,53.03999782E-3,2.3799999,,,,,53.03999782E-3,280.00000119E-3,,,,,53.03999782E-3,-639.999985695E-3,
,,,53.07999626E-3,-59.999998659E-3,,,,,53.07999626E-3,2.4199998,,,,,53.07999626E-3,280.00000119E-3,,,,,53.07999626E-3,-639.999985695E-3,
,,,53.11999843E-3,-99.999994040E-3,,,,,53.11999843E-3,2.3999999,,,,,53.11999843E-3,280.00000119E-3,,,,,53.11999843E-3,-639.999985695E-3,
,,,53.15999687E-3,-59.999998659E-3,,,,,53.15999687E-3,2.3999999,,,,,53.15999687E-3,280.00000119E-3,,,,,53.15999687E-3,-639.999985695E-3,
,,,53.19999903E-3,-79.999998212E-3,,,,,53.19999903E-3,2.3999999,,,,,53.19999903E-3,280.00000119E-3,,,,,53.19999903E-3,-639.999985695E-3,
,,,53.23999748E-3,-79.999998212E-3,,,,,53.23999748E-3,2.3999999,,,,,53.23999748E-3,280.00000119E-3,,,,,53.23999748E-3,-639.999985695E-3,
,,,53.27999964E-3,-79.999998212E-3,,,,,53.27999964E-3,2.4199998,,,,,53.27999964E-3,319.99999285E-3,,,,,53.27999964E-3,-639.999985695E-3,
,,,53.31999809E-3,-79.999998212E-3,,,,,53.31999809E-3,2.3999999,,,,,53.31999809E-3,319.99999285E-3,,,,,53.31999809E-3,-639.999985695E-3,
,,,53.35999653E-3,-59.999998659E-3,,,,,53.35999653E-3,2.3799999,,,,,53.35999653E-3,280.00000119E-3,,,,,53.35999653E-3,-639.999985695E-3,
,,,53.39999869E-3,-79.999998212E-3,,,,,53.39999869E-3,2.3999999,,,,,53.39999869E-3,319.99999285E-3,,,,,53.39999869E-3,-639.999985695E-3,
,,,53.43999714E-3,-59.999998659E-3,,,,,53.43999714E-3,2.3799999,,,,,53.43999714E-3,319.99999285E-3,,,,,53.43999714E-3,-639.999985695E-3,
,,,53.47999930E-3,-79.999998212E-3,,,,,53.47999930E-3,2.3799999,,,,,53.47999930E-3,280.00000119E-3,,,,,53.47999930E-3,-639.999985695E-3,
,,,53.51999775E-3,-79.999998212E-3,,,,,53.51999775E-3,2.3799999,,,,,53.51999775E-3,280.00000119E-3,,,,,53.51999775E-3,-639.999985695E-3,
,,,53.55999619E-3,-79.999998212E-3,,,,,53.55999619E-3,2.3999999,,,,,53.55999619E-3,280.00000119E-3,,,,,53.55999619E-3,-639.999985695E-3,
,,,53.59999835E-3,-79.999998212E-3,,,,,53.59999835E-3,2.3799999,,,,,53.59999835E-3,280.00000119E-3,,,,,53.59999835E-3,-639.999985695E-3,
,,,53.63999680E-3,-99.999994040E-3,,,,,53.63999680E-3,2.3999999,,,,,53.63999680E-3,280.00000119E-3,,,,,53.63999680E-3,-639.999985695E-3,
,,,53.67999896E-3,-99.999994040E-3,,,,,53.67999896E-3,2.3799999,,,,,53.67999896E-3,280.00000119E-3,,,,,53.67999896E-3,-639.999985695E-3,
,,,53.71999741E-3,-79.999998212E-3,,,,,53.71999741E-3,2.3799999,,,,,53.71999741E-3,319.99999285E-3,,,,,53.71999741E-3,-639.999985695E-3,
,,,53.75999957E-3,-79.999998212E-3,,,,,53.75999957E-3,2.3799999,,,,,53.75999957E-3,280.00000119E-3,,,,,53.75999957E-3,-639.999985695E-3,
,,,53.79999802E-3,-99.999994040E-3,,,,,53.79999802E-3,2.3799999,,,,,53.79999802E-3,280.00000119E-3,,,,,53.79999802E-3,-639.999985695E-3,
,,,53.83999646E-3,-79.999998212E-3,,,,,53.83999646E-3,2.3799999,,,,,53.83999646E-3,280.00000119E-3,,,,,53.83999646E-3,-639.999985695E-3,
,,,53.87999862E-3,-79.999998212E-3,,,,,53.87999862E-3,2.3799999,,,,,53.87999862E-3,280.00000119E-3,,,,,53.87999862E-3,-639.999985695E-3,
,,,53.91999707E-3,-79.999998212E-3,,,,,53.91999707E-3,2.3799999,,,,,53.91999707E-3,280.00000119E-3,,,,,53.91999707E-3,-639.999985695E-3,
,,,53.95999923E-3,-79.999998212E-3,,,,,53.95999923E-3,2.3999999,,,,,53.95999923E-3,280.00000119E-3,,,,,53.95999923E-3,-639.999985695E-3,
,,,53.99999768E-3,-79.999998212E-3,,,,,53.99999768E-3,2.3799999,,,,,53.99999768E-3,239.99999464E-3,,,,,53.99999768E-3,-639.999985695E-3,
,,,54.03999612E-3,-79.999998212E-3,,,,,54.03999612E-3,2.3599999,,,,,54.03999612E-3,280.00000119E-3,,,,,54.03999612E-3,-639.999985695E-3,
,,,54.07999828E-3,-99.999994040E-3,,,,,54.07999828E-3,2.3799999,,,,,54.07999828E-3,319.99999285E-3,,,,,54.07999828E-3,-639.999985695E-3,
,,,54.11999673E-3,-79.999998212E-3,,,,,54.11999673E-3,2.3799999,,,,,54.11999673E-3,280.00000119E-3,,,,,54.11999673E-3,-639.999985695E-3,
,,,54.15999889E-3,-79.999998212E-3,,,,,54.15999889E-3,2.3999999,,,,,54.15999889E-3,280.00000119E-3,,,,,54.15999889E-3,-639.999985695E-3,
,,,54.19999734E-3,-99.999994040E-3,,,,,54.19999734E-3,2.3999999,,,,,54.19999734E-3,280.00000119E-3,,,,,54.19999734E-3,-639.999985695E-3,
,,,54.23999950E-3,-99.999994040E-3,,,,,54.23999950E-3,2.3799999,,,,,54.23999950E-3,280.00000119E-3,,,,,54.23999950E-3,-639.999985695E-3,
,,,54.27999794E-3,-79.999998212E-3,,,,,54.27999794E-3,2.3599999,,,,,54.27999794E-3,319.99999285E-3,,,,,54.27999794E-3,-639.999985695E-3,
,,,54.31999639E-3,-79.999998212E-3,,,,,54.31999639E-3,2.3799999,,,,,54.31999639E-3,280.00000119E-3,,,,,54.31999639E-3,-639.999985695E-3,
,,,54.35999855E-3,-79.999998212E-3,,,,,54.35999855E-3,2.3799999,,,,,54.35999855E-3,280.00000119E-3,,,,,54.35999855E-3,-639.999985695E-3,
,,,54.39999700E-3,-99.999994040E-3,,,,,54.39999700E-3,2.3799999,,,,,54.39999700E-3,280.00000119E-3,,,,,54.39999700E-3,-639.999985695E-3,
,,,54.43999916E-3,-99.999994040E-3,,,,,54.43999916E-3,2.3799999,,,,,54.43999916E-3,280.00000119E-3,,,,,54.43999916E-3,-639.999985695E-3,
,,,54.47999761E-3,-79.999998212E-3,,,,,54.47999761E-3,2.3799999,,,,,54.47999761E-3,280.00000119E-3,,,,,54.47999761E-3,-639.999985695E-3,
,,,54.51999977E-3,-99.999994040E-3,,,,,54.51999977E-3,2.3799999,,,,,54.51999977E-3,280.00000119E-3,,,,,54.51999977E-3,-639.999985695E-3,
,,,54.55999821E-3,-79.999998212E-3,,,,,54.55999821E-3,2.3799999,,,,,54.55999821E-3,280.00000119E-3,,,,,54.55999821E-3,-639.999985695E-3,
,,,54.599996656E-3,-99.999994040E-3,,,,,54.599996656E-3,2.3599999,,,,,54.599996656E-3,280.00000119E-3,,,,,54.599996656E-3,-639.999985695E-3,
,,,54.639998823E-3,-99.999994040E-3,,,,,54.639998823E-3,2.3799999,,,,,54.639998823E-3,239.99999464E-3,,,,,54.639998823E-3,-639.999985695E-3,
,,,54.679997265E-3,-79.999998212E-3,,,,,54.679997265E-3,2.3599999,,,,,54.679997265E-3,280.00000119E-3,,,,,54.679997265E-3,-639.999985695E-3,
,,,54.719999433E-3,-79.999998212E-3,,,,,54.719999433E-3,2.3599999,,,,,54.719999433E-3,280.00000119E-3,,,,,54.719999433E-3,-639.999985695E-3,
,,,54.759997874E-3,-79.999998212E-3,,,,,54.759997874E-3,2.3799999,,,,,54.759997874E-3,280.00000119E-3,,,,,54.759997874E-3,-639.999985695E-3,
,,,54.799996316E-3,-79.999998212E-3,,,,,54.799996316E-3,2.3599999,,,,,54.799996316E-3,280.00000119E-3,,,,,54.799996316E-3,-639.999985695E-3,
,,,54.839998484E-3,-99.999994040E-3,,,,,54.839998484E-3,2.3799999,,,,,54.839998484E-3,239.99999464E-3,,,,,54.839998484E-3,-639.999985695E-3,
,,,54.879996926E-3,-79.999998212E-3,,,,,54.879996926E-3,2.3799999,,,,,54.879996926E-3,280.00000119E-3,,,,,54.879996926E-3,-639.999985695E-3,
,,,54.919999093E-3,-99.999994040E-3,,,,,54.919999093E-3,2.3799999,,,,,54.919999093E-3,239.99999464E-3,,,,,54.919999093E-3,-639.999985695E-3,
,,,54.959997535E-3,-79.999998212E-3,,,,,54.959997535E-3,2.3799999,,,,,54.959997535E-3,280.00000119E-3,,,,,54.959997535E-3,-639.999985695E-3,
,,,54.999999702E-3,-99.999994040E-3,,,,,54.999999702E-3,2.3599999,,,,,54.999999702E-3,280.00000119E-3,,,,,54.999999702E-3,-639.999985695E-3,
,,,55.039998144E-3,-99.999994040E-3,,,,,55.039998144E-3,2.3599999,,,,,55.039998144E-3,280.00000119E-3,,,,,55.039998144E-3,-639.999985695E-3,
,,,55.079996586E-3,-119.9999973E-3,,,,,55.079996586E-3,2.3599999,,,,,55.079996586E-3,280.00000119E-3,,,,,55.079996586E-3,-639.999985695E-3,
,,,55.119998753E-3,-99.999994040E-3,,,,,55.119998753E-3,2.3599999,,,,,55.119998753E-3,280.00000119E-3,,,,,55.119998753E-3,-639.999985695E-3,
,,,55.159997195E-3,-79.999998212E-3,,,,,55.159997195E-3,2.3799999,,,,,55.159997195E-3,280.00000119E-3,,,,,55.159997195E-3,-639.999985695E-3,
,,,55.199999362E-3,-119.9999973E-3,,,,,55.199999362E-3,2.3599999,,,,,55.199999362E-3,280.00000119E-3,,,,,55.199999362E-3,-639.999985695E-3,
,,,55.239997804E-3,-119.9999973E-3,,,,,55.239997804E-3,2.3599999,,,,,55.239997804E-3,280.00000119E-3,,,,,55.239997804E-3,-639.999985695E-3,
,,,55.279996246E-3,-99.999994040E-3,,,,,55.279996246E-3,2.3599999,,,,,55.279996246E-3,280.00000119E-3,,,,,55.279996246E-3,-639.999985695E-3,
,,,55.319998413E-3,-99.999994040E-3,,,,,55.319998413E-3,2.3599999,,,,,55.319998413E-3,280.00000119E-3,,,,,55.319998413E-3,-639.999985695E-3,
,,,55.359996855E-3,-99.999994040E-3,,,,,55.359996855E-3,2.3599999,,,,,55.359996855E-3,280.00000119E-3,,,,,55.359996855E-3,-639.999985695E-3,
,,,55.399999022E-3,-99.999994040E-3,,,,,55.399999022E-3,2.3599999,,,,,55.399999022E-3,280.00000119E-3,,,,,55.399999022E-3,-639.999985695E-3,
,,,55.439997464E-3,-79.999998212E-3,,,,,55.439997464E-3,2.3599999,,,,,55.439997464E-3,280.00000119E-3,,,,,55.439997464E-3,-639.999985695E-3,
,,,55.479999632E-3,-99.999994040E-3,,,,,55.479999632E-3,2.3399999,,,,,55.479999632E-3,280.00000119E-3,,,,,55.479999632E-3,-639.999985695E-3,
,,,55.519998074E-3,-99.999994040E-3,,,,,55.519998074E-3,2.3599999,,,,,55.519998074E-3,280.00000119E-3,,,,,55.519998074E-3,-639.999985695E-3,
,,,55.559996516E-3,-99.999994040E-3,,,,,55.559996516E-3,2.3399999,,,,,55.559996516E-3,280.00000119E-3,,,,,55.559996516E-3,-639.999985695E-3,
,,,55.599998683E-3,-79.999998212E-3,,,,,55.599998683E-3,2.3599999,,,,,55.599998683E-3,239.99999464E-3,,,,,55.599998683E-3,-639.999985695E-3,
,,,55.639997125E-3,-99.999994040E-3,,,,,55.639997125E-3,2.3399999,,,,,55.639997125E-3,280.00000119E-3,,,,,55.639997125E-3,-639.999985695E-3,
,,,55.679999292E-3,-119.9999973E-3,,,,,55.679999292E-3,2.3599999,,,,,55.679999292E-3,280.00000119E-3,,,,,55.679999292E-3,-639.999985695E-3,
,,,55.719997734E-3,-99.999994040E-3,,,,,55.719997734E-3,2.3599999,,,,,55.719997734E-3,280.00000119E-3,,,,,55.719997734E-3,-639.999985695E-3,
,,,55.759996176E-3,-99.999994040E-3,,,,,55.759996176E-3,2.3399999,,,,,55.759996176E-3,280.00000119E-3,,,,,55.759996176E-3,-639.999985695E-3,
,,,55.799998343E-3,-99.999994040E-3,,,,,55.799998343E-3,2.3599999,,,,,55.799998343E-3,280.00000119E-3,,,,,55.799998343E-3,-639.999985695E-3,
,,,55.839996785E-3,-99.999994040E-3,,,,,55.839996785E-3,2.3399999,,,,,55.839996785E-3,280.00000119E-3,,,,,55.839996785E-3,-639.999985695E-3,
,,,55.879998952E-3,-140.0000006E-3,,,,,55.879998952E-3,2.3399999,,,,,55.879998952E-3,280.00000119E-3,,,,,55.879998952E-3,-639.999985695E-3,
,,,55.919997394E-3,-119.9999973E-3,,,,,55.919997394E-3,2.3599999,,,,,55.919997394E-3,280.00000119E-3,,,,,55.919997394E-3,-639.999985695E-3,
,,,55.959999561E-3,-99.999994040E-3,,,,,55.959999561E-3,2.3599999,,,,,55.959999561E-3,239.99999464E-3,,,,,55.959999561E-3,-639.999985695E-3,
,,,55.999998003E-3,-99.999994040E-3,,,,,55.999998003E-3,2.3199999,,,,,55.999998003E-3,280.00000119E-3,,,,,55.999998003E-3,-639.999985695E-3,
,,,56.039996445E-3,-119.9999973E-3,,,,,56.039996445E-3,2.3399999,,,,,56.039996445E-3,280.00000119E-3,,,,,56.039996445E-3,-639.999985695E-3,
,,,56.079998612E-3,-119.9999973E-3,,,,,56.079998612E-3,2.3199999,,,,,56.079998612E-3,280.00000119E-3,,,,,56.079998612E-3,-639.999985695E-3,
,,,56.119997054E-3,-99.999994040E-3,,,,,56.119997054E-3,2.3399999,,,,,56.119997054E-3,280.00000119E-3,,,,,56.119997054E-3,-639.999985695E-3,
,,,56.159999222E-3,-119.9999973E-3,,,,,56.159999222E-3,2.3199999,,,,,56.159999222E-3,280.00000119E-3,,,,,56.159999222E-3,-639.999985695E-3,
,,,56.199997663E-3,-99.999994040E-3,,,,,56.199997663E-3,2.3399999,,,,,56.199997663E-3,239.99999464E-3,,,,,56.199997663E-3,-639.999985695E-3,
,,,56.239996105E-3,-140.0000006E-3,,,,,56.239996105E-3,2.3399999,,,,,56.239996105E-3,239.99999464E-3,,,,,56.239996105E-3,-639.999985695E-3,
,,,56.279998273E-3,-99.999994040E-3,,,,,56.279998273E-3,2.3199999,,,,,56.279998273E-3,280.00000119E-3,,,,,56.279998273E-3,-639.999985695E-3,
,,,56.319996715E-3,-99.999994040E-3,,,,,56.319996715E-3,2.3000000,,,,,56.319996715E-3,239.99999464E-3,,,,,56.319996715E-3,-639.999985695E-3,
,,,56.359998882E-3,-119.9999973E-3,,,,,56.359998882E-3,2.3199999,,,,,56.359998882E-3,239.99999464E-3,,,,,56.359998882E-3,-639.999985695E-3,
,,,56.399997324E-3,-99.999994040E-3,,,,,56.399997324E-3,2.3199999,,,,,56.399997324E-3,280.00000119E-3,,,,,56.399997324E-3,-639.999985695E-3,
,,,56.439999491E-3,-119.9999973E-3,,,,,56.439999491E-3,2.3199999,,,,,56.439999491E-3,280.00000119E-3,,,,,56.439999491E-3,-639.999985695E-3,
,,,56.479997933E-3,-140.0000006E-3,,,,,56.479997933E-3,2.3199999,,,,,56.479997933E-3,280.00000119E-3,,,,,56.479997933E-3,-639.999985695E-3,
,,,56.519996375E-3,-119.9999973E-3,,,,,56.519996375E-3,2.3199999,,,,,56.519996375E-3,239.99999464E-3,,,,,56.519996375E-3,-639.999985695E-3,
,,,56.559998542E-3,-119.9999973E-3,,,,,56.559998542E-3,2.3399999,,,,,56.559998542E-3,239.99999464E-3,,,,,56.559998542E-3,-639.999985695E-3,
,,,56.599996984E-3,-119.9999973E-3,,,,,56.599996984E-3,2.3199999,,,,,56.599996984E-3,239.99999464E-3,,,,,56.599996984E-3,-639.999985695E-3,
,,,56.639999151E-3,-119.9999973E-3,,,,,56.639999151E-3,2.3199999,,,,,56.639999151E-3,239.99999464E-3,,,,,56.639999151E-3,-639.999985695E-3,
,,,56.679997593E-3,-140.0000006E-3,,,,,56.679997593E-3,2.3199999,,,,,56.679997593E-3,239.99999464E-3,,,,,56.679997593E-3,-639.999985695E-3,
,,,56.719996035E-3,-140.0000006E-3,,,,,56.719996035E-3,2.3000000,,,,,56.719996035E-3,239.99999464E-3,,,,,56.719996035E-3,-639.999985695E-3,
,,,56.759998202E-3,-119.9999973E-3,,,,,56.759998202E-3,2.3199999,,,,,56.759998202E-3,239.99999464E-3,,,,,56.759998202E-3,-639.999985695E-3,
,,,56.799996644E-3,-119.9999973E-3,,,,,56.799996644E-3,2.3000000,,,,,56.799996644E-3,239.99999464E-3,,,,,56.799996644E-3,-639.999985695E-3,
,,,56.839998811E-3,-119.9999973E-3,,,,,56.839998811E-3,2.2800000,,,,,56.839998811E-3,239.99999464E-3,,,,,56.839998811E-3,-639.999985695E-3,
,,,56.879997253E-3,-119.9999973E-3,,,,,56.879997253E-3,2.3000000,,,,,56.879997253E-3,239.99999464E-3,,,,,56.879997253E-3,-639.999985695E-3,
,,,56.919999421E-3,-119.9999973E-3,,,,,56.919999421E-3,2.3000000,,,,,56.919999421E-3,239.99999464E-3,,,,,56.919999421E-3,-639.999985695E-3,
,,,56.959997863E-3,-140.0000006E-3,,,,,56.959997863E-3,2.3000000,,,,,56.959997863E-3,239.99999464E-3,,,,,56.959997863E-3,-639.999985695E-3,
,,,56.999996305E-3,-119.9999973E-3,,,,,56.999996305E-3,2.3000000,,,,,56.999996305E-3,239.99999464E-3,,,,,56.999996305E-3,-639.999985695E-3,
,,,57.039998472E-3,-140.0000006E-3,,,,,57.039998472E-3,2.3000000,,,,,57.039998472E-3,280.00000119E-3,,,,,57.039998472E-3,-639.999985695E-3,
,,,57.079996914E-3,-140.0000006E-3,,,,,57.079996914E-3,2.2800000,,,,,57.079996914E-3,280.00000119E-3,,,,,57.079996914E-3,-639.999985695E-3,
,,,57.119999081E-3,-119.9999973E-3,,,,,57.119999081E-3,2.2800000,,,,,57.119999081E-3,239.99999464E-3,,,,,57.119999081E-3,-639.999985695E-3,
,,,57.159997523E-3,-119.9999973E-3,,,,,57.159997523E-3,2.3000000,,,,,57.159997523E-3,239.99999464E-3,,,,,57.159997523E-3,-639.999985695E-3,
,,,57.199999690E-3,-119.9999973E-3,,,,,57.199999690E-3,2.2800000,,,,,57.199999690E-3,280.00000119E-3,,,,,57.199999690E-3,-639.999985695E-3,
,,,57.239998132E-3,-119.9999973E-3,,,,,57.239998132E-3,2.3000000,,,,,57.239998132E-3,239.99999464E-3,,,,,57.239998132E-3,-639.999985695E-3,
,,,57.279996574E-3,-119.9999973E-3,,,,,57.279996574E-3,2.2800000,,,,,57.279996574E-3,239.99999464E-3,,,,,57.279996574E-3,-639.999985695E-3,
,,,57.319998741E-3,-140.0000006E-3,,,,,57.319998741E-3,2.2800000,,,,,57.319998741E-3,239.99999464E-3,,,,,57.319998741E-3,-639.999985695E-3,
,,,57.359997183E-3,-119.9999973E-3,,,,,57.359997183E-3,2.2800000,,,,,57.359997183E-3,239.99999464E-3,,,,,57.359997183E-3,-639.999985695E-3,
,,,57.399999350E-3,-140.0000006E-3,,,,,57.399999350E-3,2.3000000,,,,,57.399999350E-3,280.00000119E-3,,,,,57.399999350E-3,-639.999985695E-3,
,,,57.439997792E-3,-99.999994040E-3,,,,,57.439997792E-3,2.2800000,,,,,57.439997792E-3,239.99999464E-3,,,,,57.439997792E-3,-639.999985695E-3,
,,,57.479996234E-3,-119.9999973E-3,,,,,57.479996234E-3,2.2800000,,,,,57.479996234E-3,239.99999464E-3,,,,,57.479996234E-3,-639.999985695E-3,
,,,57.519998401E-3,-140.0000006E-3,,,,,57.519998401E-3,2.2800000,,,,,57.519998401E-3,239.99999464E-3,,,,,57.519998401E-3,-639.999985695E-3,
,,,57.559996843E-3,-119.9999973E-3,,,,,57.559996843E-3,2.2600000,,,,,57.559996843E-3,239.99999464E-3,,,,,57.559996843E-3,-639.999985695E-3,
,,,57.599999011E-3,-140.0000006E-3,,,,,57.599999011E-3,2.2400000,,,,,57.599999011E-3,239.99999464E-3,,,,,57.599999011E-3,-639.999985695E-3,
,,,57.639997452E-3,-140.0000006E-3,,,,,57.639997452E-3,2.2600000,,,,,57.639997452E-3,239.99999464E-3,,,,,57.639997452E-3,-639.999985695E-3,
,,,57.679999620E-3,-140.0000006E-3,,,,,57.679999620E-3,2.2600000,,,,,57.679999620E-3,239.99999464E-3,,,,,57.679999620E-3,-639.999985695E-3,
,,,57.719998062E-3,-119.9999973E-3,,,,,57.719998062E-3,2.2600000,,,,,57.719998062E-3,239.99999464E-3,,,,,57.719998062E-3,-639.999985695E-3,
