,,,64.679995179E-3,-199.99998808E-3,,,,,64.679995179E-3,1.6400000,,,,,64.679995179E-3,199.99998808E-3,,,,,64.679995179E-3,-639.999985695E-3,
,,,64.719997346E-3,-199.99998808E-3,,,,,64.719997346E-3,1.6200000,,,,,64.719997346E-3,199.99998808E-3,,,,,64.719997346E-3,-639.999985695E-3,
,,,64.759999514E-3,-199.99998808E-3,,,,,64.759999514E-3,1.6400000,,,,,64.759999514E-3,159.99999642E-3,,,,,64.759999514E-3,-639.999985695E-3,
,,,64.799994230E-3,-179.99999225E-3,,,,,64.799994230E-3,1.6400000,,,,,64.799994230E-3,159.99999642E-3,,,,,64.799994230E-3,-639.999985695E-3,
,,,64.839996397E-3,-179.99999225E-3,,,,,64.839996397E-3,1.6200000,,,,,64.839996397E-3,199.99998808E-3,,,,,64.839996397E-3,-639.999985695E-3,
,,,64.879998565E-3,-199.99998808E-3,,,,,64.879998565E-3,1.6400000,,,,,64.879998565E-3,159.99999642E-3,,,,,64.879998565E-3,-639.999985695E-3,
,,,64.920000732E-3,-199.99998808E-3,,,,,64.920000732E-3,1.6600000,,,,,64.920000732E-3,159.99999642E-3,,,,,64.920000732E-3,-639.999985695E-3,
,,,64.959995449E-3,-199.99998808E-3,,,,,64.959995449E-3,1.6600000,,,,,64.959995449E-3,159.99999642E-3,,,,,64.959995449E-3,-639.999985695E-3,
,,,64.999997616E-3,-179.99999225E-3,,,,,64.999997616E-3,1.6799999,,,,,64.999997616E-3,199.99998808E-3,,,,,64.999997616E-3,-639.999985695E-3,
,,,65.039999783E-3,-199.99998808E-3,,,,,65.039999783E-3,1.6600000,,,,,65.039999783E-3,159.99999642E-3,,,,,65.039999783E-3,-639.999985695E-3,
,,,65.079994500E-3,-199.99998808E-3,,,,,65.079994500E-3,1.6799999,,,,,65.079994500E-3,199.99998808E-3,,,,,65.079994500E-3,-639.999985695E-3,
,,,65.119996667E-3,-199.99998808E-3,,,,,65.119996667E-3,1.6600000,,,,,65.119996667E-3,199.99998808E-3,,,,,65.119996667E-3,-639.999985695E-3,
,,,65.159998834E-3,-179.99999225E-3,,,,,65.159998834E-3,1.6600000,,,,,65.159998834E-3,199.99998808E-3,,,,,65.159998834E-3,-639.999985695E-3,
,,,65.200001001E-3,-199.99998808E-3,,,,,65.200001001E-3,1.6600000,,,,,65.200001001E-3,199.99998808E-3,,,,,65.200001001E-3,-639.999985695E-3,
,,,65.239995718E-3,-179.99999225E-3,,,,,65.239995718E-3,1.6799999,,,,,65.239995718E-3,159.99999642E-3,,,,,65.239995718E-3,-639.999985695E-3,
,,,65.279997885E-3,-199.99998808E-3,,,,,65.279997885E-3,1.6799999,,,,,65.279997885E-3,159.99999642E-3,,,,,65.279997885E-3,-639.999985695E-3,
,,,65.320000052E-3,-219.99999881E-3,,,,,65.320000052E-3,1.6799999,,,,,65.320000052E-3,199.99998808E-3,,,,,65.320000052E-3,-639.999985695E-3,
,,,65.359994769E-3,-179.99999225E-3,,,,,65.359994769E-3,1.6999999,,,,,65.359994769E-3,159.99999642E-3,,,,,65.359994769E-3,-639.999985695E-3,
,,,65.399996936E-3,-199.99998808E-3,,,,,65.399996936E-3,1.6999999,,,,,65.399996936E-3,199.99998808E-3,,,,,65.399996936E-3,-639.999985695E-3,
,,,65.439999104E-3,-219.99999881E-3,,,,,65.439999104E-3,1.6999999,,,,,65.439999104E-3,199.99998808E-3,,,,,65.439999104E-3,-639.999985695E-3,
,,,65.480001271E-3,-199.99998808E-3,,,,,65.480001271E-3,1.7199999,,,,,65.480001271E-3,199.99998808E-3,,,,,65.480001271E-3,-639.999985695E-3,
,,,65.519995987E-3,-179.99999225E-3,,,,,65.519995987E-3,1.7199999,,,,,65.519995987E-3,159.99999642E-3,,,,,65.519995987E-3,-639.999985695E-3,
,,,65.559998155E-3,-199.99998808E-3,,,,,65.559998155E-3,1.6999999,,,,,65.559998155E-3,199.99998808E-3,,,,,65.559998155E-3,-639.999985695E-3,
,,,65.600000322E-3,-199.99998808E-3,,,,,65.600000322E-3,1.7199999,,,,,65.600000322E-3,159.99999642E-3,,,,,65.600000322E-3,-639.999985695E-3,
,,,65.639995039E-3,-219.99999881E-3,,,,,65.639995039E-3,1.7199999,,,,,65.639995039E-3,159.99999642E-3,,,,,65.639995039E-3,-639.999985695E-3,
,,,65.679997206E-3,-219.99999881E-3,,,,,65.679997206E-3,1.7199999,,,,,65.679997206E-3,199.99998808E-3,,,,,65.679997206E-3,-639.999985695E-3,
,,,65.719999373E-3,-219.99999881E-3,,,,,65.719999373E-3,1.7199999,,,,,65.719999373E-3,159.99999642E-3,,,,,65.719999373E-3,-639.999985695E-3,
,,,65.759994090E-3,-199.99998808E-3,,,,,65.759994090E-3,1.7400000,,,,,65.759994090E-3,159.99999642E-3,,,,,65.759994090E-3,-639.999985695E-3,
,,,65.799996257E-3,-199.99998808E-3,,,,,65.799996257E-3,1.7400000,,,,,65.799996257E-3,159.99999642E-3,,,,,65.799996257E-3,-639.999985695E-3,
,,,65.839998424E-3,-179.99999225E-3,,,,,65.839998424E-3,1.7400000,,,,,65.839998424E-3,199.99998808E-3,,,,,65.839998424E-3,-639.999985695E-3,
,,,65.880000591E-3,-199.99998808E-3,,,,,65.880000591E-3,1.7400000,,,,,65.880000591E-3,199.99998808E-3,,,,,65.880000591E-3,-639.999985695E-3,
,,,65.919995308E-3,-179.99999225E-3,,,,,65.919995308E-3,1.7400000,,,,,65.919995308E-3,159.99999642E-3,,,,,65.919995308E-3,-639.999985695E-3,
,,,65.959997475E-3,-219.99999881E-3,,,,,65.959997475E-3,1.7400000,,,,,65.959997475E-3,159.99999642E-3,,,,,65.959997475E-3,-639.999985695E-3,
,,,65.999999642E-3,-219.99999881E-3,,,,,65.999999642E-3,1.7600000,,,,,65.999999642E-3,199.99998808E-3,,,,,65.999999642E-3,-639.999985695E-3,
,,,66.039994359E-3,-199.99998808E-3,,,,,66.039994359E-3,1.7600000,,,,,66.039994359E-3,159.99999642E-3,,,,,66.039994359E-3,-639.999985695E-3,
,,,66.079996526E-3,-199.99998808E-3,,,,,66.079996526E-3,1.7600000,,,,,66.079996526E-3,159.99999642E-3,,,,,66.079996526E-3,-639.999985695E-3,
,,,66.119998693E-3,-199.99998808E-3,,,,,66.119998693E-3,1.7600000,,,,,66.119998693E-3,159.99999642E-3,,,,,66.119998693E-3,-639.999985695E-3,
,,,66.160000861E-3,-199.99998808E-3,,,,,66.160000861E-3,1.7800000,,,,,66.160000861E-3,159.99999642E-3,,,,,66.160000861E-3,-639.999985695E-3,
,,,66.199995577E-3,-179.99999225E-3,,,,,66.199995577E-3,1.8000000,,,,,66.199995577E-3,159.99999642E-3,,,,,66.199995577E-3,-639.999985695E-3,
,,,66.239997745E-3,-199.99998808E-3,,,,,66.239997745E-3,1.8199999,,,,,66.239997745E-3,159.99999642E-3,,,,,66.239997745E-3,-639.999985695E-3,
,,,66.279999912E-3,-179.99999225E-3,,,,,66.279999912E-3,1.8199999,,,,,66.279999912E-3,159.99999642E-3,,,,,66.279999912E-3,-639.999985695E-3,
,,,66.319994628E-3,-199.99998808E-3,,,,,66.319994628E-3,1.8199999,,,,,66.319994628E-3,159.99999642E-3,,,,,66.319994628E-3,-639.999985695E-3,
,,,66.359996796E-3,-219.99999881E-3,,,,,66.359996796E-3,1.8000000,,,,,66.359996796E-3,159.99999642E-3,,,,,66.359996796E-3,-639.999985695E-3,
,,,66.399998963E-3,-219.99999881E-3,,,,,66.399998963E-3,1.8199999,,,,,66.399998963E-3,159.99999642E-3,,,,,66.399998963E-3,-639.999985695E-3,
,,,66.440001130E-3,-219.99999881E-3,,,,,66.440001130E-3,1.8199999,,,,,66.440001130E-3,159.99999642E-3,,,,,66.440001130E-3,-639.999985695E-3,
,,,66.479995847E-3,-219.99999881E-3,,,,,66.479995847E-3,1.8199999,,,,,66.479995847E-3,159.99999642E-3,,,,,66.479995847E-3,-639.999985695E-3,
,,,66.519998014E-3,-199.99998808E-3,,,,,66.519998014E-3,1.8399999,,,,,66.519998014E-3,119.9999973E-3,,,,,66.519998014E-3,-639.999985695E-3,
,,,66.560000181E-3,-219.99999881E-3,,,,,66.560000181E-3,1.8399999,,,,,66.560000181E-3,159.99999642E-3,,,,,66.560000181E-3,-639.999985695E-3,
,,,66.599994898E-3,-199.99998808E-3,,,,,66.599994898E-3,1.8600000,,,,,66.599994898E-3,159.99999642E-3,,,,,66.599994898E-3,-639.999985695E-3,
,,,66.639997065E-3,-199.99998808E-3,,,,,66.639997065E-3,1.8600000,,,,,66.639997065E-3,159.99999642E-3,,,,,66.639997065E-3,-639.999985695E-3,
,,,66.679999232E-3,-199.99998808E-3,,,,,66.679999232E-3,1.8600000,,,,,66.679999232E-3,159.99999642E-3,,,,,66.679999232E-3,-639.999985695E-3,
,,,66.719993949E-3,-199.99998808E-3,,,,,66.719993949E-3,1.8399999,,,,,66.719993949E-3,199.99998808E-3,,,,,66.719993949E-3,-639.999985695E-3,
,,,66.759996116E-3,-219.99999881E-3,,,,,66.759996116E-3,1.8600000,,,,,66.759996116E-3,159.99999642E-3,,,,,66.759996116E-3,-639.999985695E-3,
,,,66.799998283E-3,-199.99998808E-3,,,,,66.799998283E-3,1.8600000,,,,,66.799998283E-3,159.99999642E-3,,,,,66.799998283E-3,-639.999985695E-3,
,,,66.840000451E-3,-179.99999225E-3,,,,,66.840000451E-3,1.8600000,,,,,66.840000451E-3,159.99999642E-3,,,,,66.840000451E-3,-639.999985695E-3,
,,,66.879995167E-3,-219.99999881E-3,,,,,66.879995167E-3,1.8600000,,,,,66.879995167E-3,159.99999642E-3,,,,,66.879995167E-3,-639.999985695E-3,
,,,66.919997334E-3,-219.99999881E-3,,,,,66.919997334E-3,1.8800000,,,,,66.919997334E-3,199.99998808E-3,,,,,66.919997334E-3,-639.999985695E-3,
,,,66.959999502E-3,-199.99998808E-3,,,,,66.959999502E-3,1.9000000,,,,,66.959999502E-3,159.99999642E-3,,,,,66.959999502E-3,-639.999985695E-3,
,,,66.999994218E-3,-219.99999881E-3,,,,,66.999994218E-3,1.8800000,,,,,66.999994218E-3,159.99999642E-3,,,,,66.999994218E-3,-639.999985695E-3,
,,,67.039996386E-3,-199.99998808E-3,,,,,67.039996386E-3,1.8800000,,,,,67.039996386E-3,159.99999642E-3,,,,,67.039996386E-3,-639.999985695E-3,
,,,67.079998553E-3,-219.99999881E-3,,,,,67.079998553E-3,1.9000000,,,,,67.079998553E-3,159.99999642E-3,,,,,67.079998553E-3,-639.999985695E-3,
,,,67.120000720E-3,-199.99998808E-3,,,,,67.120000720E-3,1.9000000,,,,,67.120000720E-3,199.99998808E-3,,,,,67.120000720E-3,-639.999985695E-3,
,,,67.159995437E-3,-219.99999881E-3,,,,,67.159995437E-3,1.9200000,,,,,67.159995437E-3,159.99999642E-3,,,,,67.159995437E-3,-639.999985695E-3,
,,,67.199997604E-3,-219.99999881E-3,,,,,67.199997604E-3,1.9000000,,,,,67.199997604E-3,199.99998808E-3,,,,,67.199997604E-3,-639.999985695E-3,
,,,67.239999771E-3,-219.99999881E-3,,,,,67.239999771E-3,1.9200000,,,,,67.239999771E-3,159.99999642E-3,,,,,67.239999771E-3,-639.999985695E-3,
,,,67.279994488E-3,-199.99998808E-3,,,,,67.279994488E-3,1.9200000,,,,,67.279994488E-3,199.99998808E-3,,,,,67.279994488E-3,-639.999985695E-3,
,,,67.319996655E-3,-219.99999881E-3,,,,,67.319996655E-3,1.9399999,,,,,67.319996655E-3,159.99999642E-3,,,,,67.319996655E-3,-639.999985695E-3,
,,,67.359998822E-3,-199.99998808E-3,,,,,67.359998822E-3,1.9399999,,,,,67.359998822E-3,159.99999642E-3,,,,,67.359998822E-3,-639.999985695E-3,
,,,67.400000989E-3,-219.99999881E-3,,,,,67.400000989E-3,1.9599999,,,,,67.400000989E-3,159.99999642E-3,,,,,67.400000989E-3,-639.999985695E-3,
,,,67.439995706E-3,-219.99999881E-3,,,,,67.439995706E-3,1.9399999,,,,,67.439995706E-3,159.99999642E-3,,,,,67.439995706E-3,-639.999985695E-3,
,,,67.479997873E-3,-219.99999881E-3,,,,,67.479997873E-3,1.9599999,,,,,67.479997873E-3,199.99998808E-3,,,,,67.479997873E-3,-639.999985695E-3,
,,,67.520000041E-3,-219.99999881E-3,,,,,67.520000041E-3,1.9599999,,,,,67.520000041E-3,159.99999642E-3,,,,,67.520000041E-3,-639.999985695E-3,
,,,67.559994757E-3,-219.99999881E-3,,,,,67.559994757E-3,1.9599999,,,,,67.559994757E-3,159.99999642E-3,,,,,67.559994757E-3,-639.999985695E-3,
,,,67.599996924E-3,-219.99999881E-3,,,,,67.599996924E-3,1.9599999,,,,,67.599996924E-3,159.99999642E-3,,,,,67.599996924E-3,-639.999985695E-3,
,,,67.639999092E-3,-179.99999225E-3,,,,,67.639999092E-3,1.9799999,,,,,67.639999092E-3,159.99999642E-3,,,,,67.639999092E-3,-639.999985695E-3,
,,,67.680001259E-3,-219.99999881E-3,,,,,67.680001259E-3,1.9599999,,,,,67.680001259E-3,159.99999642E-3,,,,,67.680001259E-3,-639.999985695E-3,
,,,67.719995975E-3,-219.99999881E-3,,,,,67.719995975E-3,1.9799999,,,,,67.719995975E-3,159.99999642E-3,,,,,67.719995975E-3,-639.999985695E-3,
,,,67.759998143E-3,-219.99999881E-3,,,,,67.759998143E-3,2.0000000,,,,,67.759998143E-3,159.99999642E-3,,,,,67.759998143E-3,-639.999985695E-3,
,,,67.800000310E-3,-219.99999881E-3,,,,,67.800000310E-3,1.9799999,,,,,67.800000310E-3,159.99999642E-3,,,,,67.800000310E-3,-639.999985695E-3,
,,,67.839995027E-3,-199.99998808E-3,,,,,67.839995027E-3,2.0000000,,,,,67.839995027E-3,159.99999642E-3,,,,,67.839995027E-3,-639.999985695E-3,
,,,67.879997194E-3,-219.99999881E-3,,,,,67.879997194E-3,1.9799999,,,,,67.879997194E-3,119.9999973E-3,,,,,67.879997194E-3,-639.999985695E-3,
,,,67.919999361E-3,-199.99998808E-3,,,,,67.919999361E-3,2.0000000,,,,,67.919999361E-3,159.99999642E-3,,,,,67.919999361E-3,-639.999985695E-3,
,,,67.959994078E-3,-219.99999881E-3,,,,,67.959994078E-3,2.0200000,,,,,67.959994078E-3,159.99999642E-3,,,,,67.959994078E-3,-639.999985695E-3,
,,,67.999996245E-3,-199.99998808E-3,,,,,67.999996245E-3,2.0000000,,,,,67.999996245E-3,159.99999642E-3,,,,,67.999996245E-3,-639.999985695E-3,
,,,68.039998412E-3,-239.99999464E-3,,,,,68.039998412E-3,2.0200000,,,,,68.039998412E-3,159.99999642E-3,,,,,68.039998412E-3,-639.999985695E-3,
,,,68.080000579E-3,-219.99999881E-3,,,,,68.080000579E-3,2.0200000,,,,,68.080000579E-3,159.99999642E-3,,,,,68.080000579E-3,-639.999985695E-3,
,,,68.119995296E-3,-219.99999881E-3,,,,,68.119995296E-3,2.0200000,,,,,68.119995296E-3,159.99999642E-3,,,,,68.119995296E-3,-639.999985695E-3,
,,,68.159997463E-3,-219.99999881E-3,,,,,68.159997463E-3,2.0200000,,,,,68.159997463E-3,159.99999642E-3,,,,,68.159997463E-3,-639.999985695E-3,
,,,68.199999630E-3,-219.99999881E-3,,,,,68.199999630E-3,2.0400000,,,,,68.199999630E-3,159.99999642E-3,,,,,68.199999630E-3,-639.999985695E-3,
,,,68.239994347E-3,-219.99999881E-3,,,,,68.239994347E-3,2.0400000,,,,,68.239994347E-3,199.99998808E-3,,,,,68.239994347E-3,-639.999985695E-3,
,,,68.279996514E-3,-219.99999881E-3,,,,,68.279996514E-3,2.0200000,,,,,68.279996514E-3,159.99999642E-3,,,,,68.279996514E-3,-639.999985695E-3,
,,,68.319998682E-3,-219.99999881E-3,,,,,68.319998682E-3,2.0400000,,,,,68.319998682E-3,159.99999642E-3,,,,,68.319998682E-3,-639.999985695E-3,
,,,68.360000849E-3,-219.99999881E-3,,,,,68.360000849E-3,2.0400000,,,,,68.360000849E-3,119.9999973E-3,,,,,68.360000849E-3,-639.999985695E-3,
,,,68.399995565E-3,-219.99999881E-3,,,,,68.399995565E-3,2.0400000,,,,,68.399995565E-3,159.99999642E-3,,,,,68.399995565E-3,-639.999985695E-3,
,,,68.439997733E-3,-219.99999881E-3,,,,,68.439997733E-3,2.0599999,,,,,68.439997733E-3,119.9999973E-3,,,,,68.439997733E-3,-639.999985695E-3,
,,,68.479999900E-3,-219.99999881E-3,,,,,68.479999900E-3,2.0400000,,,,,68.479999900E-3,159.99999642E-3,,,,,68.479999900E-3,-639.999985695E-3,
,,,68.519994617E-3,-219.99999881E-3,,,,,68.519994617E-3,2.0400000,,,,,68.519994617E-3,159.99999642E-3,,,,,68.519994617E-3,-639.999985695E-3,
,,,68.559996784E-3,-219.99999881E-3,,,,,68.559996784E-3,2.0599999,,,,,68.559996784E-3,159.99999642E-3,,,,,68.559996784E-3,-639.999985695E-3,
,,,68.599998951E-3,-199.99998808E-3,,,,,68.599998951E-3,2.0599999,,,,,68.599998951E-3,159.99999642E-3,,,,,68.599998951E-3,-639.999985695E-3,
,,,68.640001118E-3,-219.99999881E-3,,,,,68.640001118E-3,2.0799999,,,,,68.640001118E-3,159.99999642E-3,,,,,68.640001118E-3,-639.999985695E-3,
,,,68.679995835E-3,-219.99999881E-3,,,,,68.679995835E-3,2.0799999,,,,,68.679995835E-3,159.99999642E-3,,,,,68.679995835E-3,-639.999985695E-3,
,,,68.719998002E-3,-219.99999881E-3,,,,,68.719998002E-3,2.0599999,,,,,68.719998002E-3,159.99999642E-3,,,,,68.719998002E-3,-639.999985695E-3,
,,,68.760000169E-3,-219.99999881E-3,,,,,68.760000169E-3,2.0799999,,,,,68.760000169E-3,159.99999642E-3,,,,,68.760000169E-3,-639.999985695E-3,
,,,68.799994886E-3,-219.99999881E-3,,,,,68.799994886E-3,2.0799999,,,,,68.799994886E-3,119.9999973E-3,,,,,68.799994886E-3,-639.999985695E-3,
,,,68.839997053E-3,-219.99999881E-3,,,,,68.839997053E-3,2.0799999,,,,,68.839997053E-3,159.99999642E-3,,,,,68.839997053E-3,-639.999985695E-3,
,,,68.879999220E-3,-219.99999881E-3,,,,,68.879999220E-3,2.0799999,,,,,68.879999220E-3,119.9999973E-3,,,,,68.879999220E-3,-639.999985695E-3,
,,,68.919993937E-3,-219.99999881E-3,,,,,68.919993937E-3,2.0999999,,,,,68.919993937E-3,119.9999973E-3,,,,,68.919993937E-3,-639.999985695E-3,
,,,68.959996104E-3,-219.99999881E-3,,,,,68.959996104E-3,2.0799999,,,,,68.959996104E-3,159.99999642E-3,,,,,68.959996104E-3,-639.999985695E-3,
,,,68.999998271E-3,-219.99999881E-3,,,,,68.999998271E-3,2.0999999,,,,,68.999998271E-3,119.9999973E-3,,,,,68.999998271E-3,-639.999985695E-3,
,,,69.040000439E-3,-219.99999881E-3,,,,,69.040000439E-3,2.1199999,,,,,69.040000439E-3,159.99999642E-3,,,,,69.040000439E-3,-639.999985695E-3,
,,,69.079995155E-3,-219.99999881E-3,,,,,69.079995155E-3,2.1199999,,,,,69.079995155E-3,119.9999973E-3,,,,,69.079995155E-3,-639.999985695E-3,
,,,69.119997323E-3,-199.99998808E-3,,,,,69.119997323E-3,2.1199999,,,,,69.119997323E-3,119.9999973E-3,,,,,69.119997323E-3,-639.999985695E-3,
,,,69.159999490E-3,-219.99999881E-3,,,,,69.159999490E-3,2.1199999,,,,,69.159999490E-3,159.99999642E-3,,,,,69.159999490E-3,-639.999985695E-3,
,,,69.199994206E-3,-219.99999881E-3,,,,,69.199994206E-3,2.1199999,,,,,69.199994206E-3,159.99999642E-3,,,,,69.199994206E-3,-639.999985695E-3,
,,,69.239996374E-3,-219.99999881E-3,,,,,69.239996374E-3,2.1399999,,,,,69.239996374E-3,119.9999973E-3,,,,,69.239996374E-3,-639.999985695E-3,
,,,69.279998541E-3,-219.99999881E-3,,,,,69.279998541E-3,2.1199999,,,,,69.279998541E-3,159.99999642E-3,,,,,69.279998541E-3,-639.999985695E-3,
,,,69.320000708E-3,-219.99999881E-3,,,,,69.320000708E-3,2.1199999,,,,,69.320000708E-3,159.99999642E-3,,,,,69.320000708E-3,-639.999985695E-3,
,,,69.359995425E-3,-219.99999881E-3,,,,,69.359995425E-3,2.1199999,,,,,69.359995425E-3,119.9999973E-3,,,,,69.359995425E-3,-639.999985695E-3,
,,,69.399997592E-3,-219.99999881E-3,,,,,69.399997592E-3,2.1399999,,,,,69.399997592E-3,159.99999642E-3,,,,,69.399997592E-3,-639.999985695E-3,
,,,69.439999759E-3,-239.99999464E-3,,,,,69.439999759E-3,2.1399999,,,,,69.439999759E-3,159.99999642E-3,,,,,69.439999759E-3,-639.999985695E-3,
,,,69.479994476E-3,-219.99999881E-3,,,,,69.479994476E-3,2.1399999,,,,,69.479994476E-3,119.9999973E-3,,,,,69.479994476E-3,-639.999985695E-3,
,,,69.519996643E-3,-219.99999881E-3,,,,,69.519996643E-3,2.1599998,,,,,69.519996643E-3,159.99999642E-3,,,,,69.519996643E-3,-639.999985695E-3,
,,,69.559998810E-3,-239.99999464E-3,,,,,69.559998810E-3,2.1599998,,,,,69.559998810E-3,159.99999642E-3,,,,,69.559998810E-3,-639.999985695E-3,
,,,69.600000978E-3,-239.99999464E-3,,,,,69.600000978E-3,2.1399999,,,,,69.600000978E-3,159.99999642E-3,,,,,69.600000978E-3,-639.999985695E-3,
,,,69.639995694E-3,-239.99999464E-3,,,,,69.639995694E-3,2.1399999,,,,,69.639995694E-3,119.9999973E-3,,,,,69.639995694E-3,-639.999985695E-3,
,,,69.679997861E-3,-219.99999881E-3,,,,,69.679997861E-3,2.1399999,,,,,69.679997861E-3,119.9999973E-3,,,,,69.679997861E-3,-639.999985695E-3,
,,,69.720000029E-3,-219.99999881E-3,,,,,69.720000029E-3,2.1399999,,,,,69.720000029E-3,159.99999642E-3,,,,,69.720000029E-3,-639.999985695E-3,
,,,69.759994745E-3,-219.99999881E-3,,,,,69.759994745E-3,2.1599998,,,,,69.759994745E-3,159.99999642E-3,,,,,69.759994745E-3,-639.999985695E-3,
,,,69.799996912E-3,-219.99999881E-3,,,,,69.799996912E-3,2.1599998,,,,,69.799996912E-3,119.9999973E-3,,,,,69.799996912E-3,-639.999985695E-3,
,,,69.839999080E-3,-219.99999881E-3,,,,,69.839999080E-3,2.1599998,,,,,69.839999080E-3,159.99999642E-3,,,,,69.839999080E-3,-639.999985695E-3,
,,,69.880001247E-3,-219.99999881E-3,,,,,69.880001247E-3,2.1800001,,,,,69.880001247E-3,159.99999642E-3,,,,,69.880001247E-3,-639.999985695E-3,
,,,69.919995964E-3,-219.99999881E-3,,,,,69.919995964E-3,2.1800001,,,,,69.919995964E-3,159.99999642E-3,,,,,69.919995964E-3,-639.999985695E-3,
,,,69.959998131E-3,-219.99999881E-3,,,,,69.959998131E-3,2.1800001,,,,,69.959998131E-3,159.99999642E-3,,,,,69.959998131E-3,-639.999985695E-3,
,,,70.000000298E-3,-219.99999881E-3,,,,,70.000000298E-3,2.1800001,,,,,70.000000298E-3,119.9999973E-3,,,,,70.000000298E-3,-639.999985695E-3,
,,,70.039995015E-3,-219.99999881E-3,,,,,70.039995015E-3,2.1800001,,,,,70.039995015E-3,159.99999642E-3,,,,,70.039995015E-3,-639.999985695E-3,
,,,70.079997182E-3,-219.99999881E-3,,,,,70.079997182E-3,2.1599998,,,,,70.079997182E-3,119.9999973E-3,,,,,70.079997182E-3,-639.999985695E-3,
,,,70.119999349E-3,-199.99998808E-3,,,,,70.119999349E-3,2.1800001,,,,,70.119999349E-3,119.9999973E-3,,,,,70.119999349E-3,-639.999985695E-3,
,,,70.159994066E-3,-219.99999881E-3,,,,,70.159994066E-3,2.1800001,,,,,70.159994066E-3,119.9999973E-3,,,,,70.159994066E-3,-639.999985695E-3,
,,,70.199996233E-3,-219.99999881E-3,,,,,70.199996233E-3,2.1800001,,,,,70.199996233E-3,159.99999642E-3,,,,,70.199996233E-3,-639.999985695E-3,
,,,70.239998400E-3,-219.99999881E-3,,,,,70.239998400E-3,2.1800001,,,,,70.239998400E-3,159.99999642E-3,,,,,70.239998400E-3,-639.999985695E-3,
,,,70.280000567E-3,-219.99999881E-3,,,,,70.280000567E-3,2.1800001,,,,,70.280000567E-3,159.99999642E-3,,,,,70.280000567E-3,-639.999985695E-3,
,,,70.319995284E-3,-219.99999881E-3,,,,,70.319995284E-3,2.1800001,,,,,70.319995284E-3,159.99999642E-3,,,,,70.319995284E-3,-639.999985695E-3,
,,,70.359997451E-3,-219.99999881E-3,,,,,70.359997451E-3,2.2200000,,,,,70.359997451E-3,159.99999642E-3,,,,,70.359997451E-3,-639.999985695E-3,
,,,70.399999619E-3,-219.99999881E-3,,,,,70.399999619E-3,2.1800001,,,,,70.399999619E-3,119.9999973E-3,,,,,70.399999619E-3,-639.999985695E-3,
,,,70.439994335E-3,-219.99999881E-3,,,,,70.439994335E-3,2.2000000,,,,,70.439994335E-3,119.9999973E-3,,,,,70.439994335E-3,-639.999985695E-3,
,,,70.479996502E-3,-219.99999881E-3,,,,,70.479996502E-3,2.2000000,,,,,70.479996502E-3,159.99999642E-3,,,,,70.479996502E-3,-639.999985695E-3,
,,,70.519998670E-3,-219.99999881E-3,,,,,70.519998670E-3,2.2000000,,,,,70.519998670E-3,119.9999973E-3,,,,,70.519998670E-3,-639.999985695E-3,
,,,70.560000837E-3,-219.99999881E-3,,,,,70.560000837E-3,2.2000000,,,,,70.560000837E-3,119.9999973E-3,,,,,70.560000837E-3,-639.999985695E-3,
,,,70.599995553E-3,-219.99999881E-3,,,,,70.599995553E-3,2.2000000,,,,,70.599995553E-3,119.9999973E-3,,,,,70.599995553E-3,-639.999985695E-3,
,,,70.639997721E-3,-219.99999881E-3,,,,,70.639997721E-3,2.2200000,,,,,70.639997721E-3,119.9999973E-3,,,,,70.639997721E-3,-639.999985695E-3,
,,,70.679999888E-3,-219.99999881E-3,,,,,70.679999888E-3,2.2200000,,,,,70.679999888E-3,119.9999973E-3,,,,,70.679999888E-3,-639.999985695E-3,
,,,70.719994605E-3,-239.99999464E-3,,,,,70.719994605E-3,2.2000000,,,,,70.719994605E-3,119.9999973E-3,,,,,70.719994605E-3,-639.999985695E-3,
,,,70.759996772E-3,-239.99999464E-3,,,,,70.759996772E-3,2.2200000,,,,,70.759996772E-3,119.9999973E-3,,,,,70.759996772E-3,-639.999985695E-3,
,,,70.799998939E-3,-219.99999881E-3,,,,,70.799998939E-3,2.2200000,,,,,70.799998939E-3,119.9999973E-3,,,,,70.799998939E-3,-639.999985695E-3,
,,,70.840001106E-3,-219.99999881E-3,,,,,70.840001106E-3,2.2200000,,,,,70.840001106E-3,119.9999973E-3,,,,,70.840001106E-3,-639.999985695E-3,
,,,70.879995823E-3,-239.99999464E-3,,,,,70.879995823E-3,2.2200000,,,,,70.879995823E-3,119.9999973E-3,,,,,70.879995823E-3,-639.999985695E-3,
,,,70.919997990E-3,-219.99999881E-3,,,,,70.919997990E-3,2.2000000,,,,,70.919997990E-3,159.99999642E-3,,,,,70.919997990E-3,-639.999985695E-3,
,,,70.960000157E-3,-239.99999464E-3,,,,,70.960000157E-3,2.2200000,,,,,70.960000157E-3,159.99999642E-3,,,,,70.960000157E-3,-639.999985695E-3,
,,,70.999994874E-3,-219.99999881E-3,,,,,70.999994874E-3,2.2200000,,,,,70.999994874E-3,119.9999973E-3,,,,,70.999994874E-3,-639.999985695E-3,
,,,71.039997041E-3,-239.99999464E-3,,,,,71.039997041E-3,2.2000000,,,,,71.039997041E-3,119.9999973E-3,,,,,71.039997041E-3,-639.999985695E-3,
