Record Length,2500,Points,197.50000536E-3,1.2400000,,Record Length,2500,Points,197.50000536E-3,1.1840000,
Sample Interval,3.99999999E-6,s,197.50399888E-3,1.2400000,,Sample Interval,3.99999999E-6,s,197.50399888E-3,1.1880001,
Trigger Point,-49.37500381E3,Samples,197.50800729E-3,1.2360001,,Trigger Point,-49.37500381E3,Samples,197.50800729E-3,1.1880001,
,,,197.51200080E-3,1.2400000,,,,,197.51200080E-3,1.1880001,
,,,197.51600921E-3,1.2360001,,,,,197.51600921E-3,1.1880001,
,,,197.52000272E-3,1.2400000,,,,,197.52000272E-3,1.1840000,
Source,CH3,,197.52401114E-3,1.2360001,,Source,CH4,,197.52401114E-3,1.1880001,
Vertical Units,Volts,,197.52800465E-3,1.2360001,,Vertical Units,Volts,,197.52800465E-3,1.1880001,
Vertical Scale,100.0000047E-3,,197.53199816E-3,1.2360001,,Vertical Scale,100.0000047E-3,,197.53199816E-3,1.1880001,
Vertical Offset,0,,197.53600657E-3,1.2360001,,Vertical Offset,0,,197.53600657E-3,1.1840000,
Horizontal Units,s,,197.54000008E-3,1.2320001,,Horizontal Units,s,,197.54000008E-3,1.1840000,
Horizontal Scale,1.000000E-3,,197.54400849E-3,1.2360001,,Horizontal Scale,1.000000E-3,,197.54400849E-3,1.1880001,
Pt Fmt,Y,,197.54800200E-3,1.2360001,,Pt Fmt,Y,,197.54800200E-3,1.1840000,
Yzero,-9.680000000,,197.55201042E-3,1.2320001,,Yzero,-10.1600000,,197.55201042E-3,1.1880001,
Probe Atten,1.000000,,197.55600393E-3,1.2360001,,Probe Atten,1.000000,,197.55600393E-3,1.1840000,
,,,197.56001234E-3,1.2360001,,,,,197.56001234E-3,1.1840000,
Note,TDS 2024B - 12:20:17   1-12-2023,,197.56400585E-3,1.2360001,,Note,TDS 2024B - 12:20:17   1-12-2023,,197.56400585E-3,1.1840000,
,,,197.56799936E-3,1.2320001,,,,,197.56799936E-3,1.1840000,
,,,197.57200778E-3,1.2360001,,,,,197.57200778E-3,1.1840000,
,,,197.57600129E-3,1.2320001,,,,,197.57600129E-3,1.1840000,
,,,197.58000970E-3,1.2320001,,,,,197.58000970E-3,1.1800001,
,,,197.58400321E-3,1.2320001,,,,,197.58400321E-3,1.1840000,
,,,197.58801162E-3,1.2360001,,,,,197.58801162E-3,1.1840000,
,,,197.59200513E-3,1.2320001,,,,,197.59200513E-3,1.1840000,
,,,197.59599864E-3,1.2320001,,,,,197.59599864E-3,1.1800001,
,,,197.60000706E-3,1.2320001,,,,,197.60000706E-3,1.1800001,
,,,197.60400057E-3,1.2320001,,,,,197.60400057E-3,1.1840000,
,,,197.60800898E-3,1.2320001,,,,,197.60800898E-3,1.1800001,
,,,197.61200249E-3,1.2320001,,,,,197.61200249E-3,1.1800001,
,,,197.61601090E-3,1.2360001,,,,,197.61601090E-3,1.1800001,
,,,197.62000442E-3,1.2320001,,,,,197.62000442E-3,1.1800001,
,,,197.62399793E-3,1.2320001,,,,,197.62399793E-3,1.1800001,
,,,197.62800634E-3,1.2280000,,,,,197.62800634E-3,1.1800001,
,,,197.63199985E-3,1.2320001,,,,,197.63199985E-3,1.1800001,
,,,197.63600826E-3,1.2280000,,,,,197.63600826E-3,1.1800001,
,,,197.64000177E-3,1.2280000,,,,,197.64000177E-3,1.1800001,
,,,197.64401019E-3,1.2320001,,,,,197.64401019E-3,1.1800001,
,,,197.64800370E-3,1.2320001,,,,,197.64800370E-3,1.1800001,
,,,197.65201211E-3,1.2280000,,,,,197.65201211E-3,1.1800001,
,,,197.65600562E-3,1.2280000,,,,,197.65600562E-3,1.1800001,
,,,197.65999913E-3,1.2280000,,,,,197.65999913E-3,1.1760000,
,,,197.66400754E-3,1.2280000,,,,,197.66400754E-3,1.1760000,
,,,197.66800106E-3,1.2280000,,,,,197.66800106E-3,1.1800001,
,,,197.67200947E-3,1.2320001,,,,,197.67200947E-3,1.1800001,
,,,197.67600298E-3,1.2280000,,,,,197.67600298E-3,1.1800001,
,,,197.68001139E-3,1.2280000,,,,,197.68001139E-3,1.1760000,
,,,197.68400490E-3,1.2280000,,,,,197.68400490E-3,1.1760000,
,,,197.68799841E-3,1.2280000,,,,,197.68799841E-3,1.1760000,
,,,197.69200683E-3,1.2280000,,,,,197.69200683E-3,1.1760000,
,,,197.69600034E-3,1.2280000,,,,,197.69600034E-3,1.1760000,
,,,197.70000875E-3,1.2280000,,,,,197.70000875E-3,1.1760000,
,,,197.70400226E-3,1.2280000,,,,,197.70400226E-3,1.1760000,
,,,197.70801067E-3,1.2240001,,,,,197.70801067E-3,1.1760000,
,,,197.71200418E-3,1.2280000,,,,,197.71200418E-3,1.1760000,
,,,197.71601260E-3,1.2280000,,,,,197.71601260E-3,1.1760000,
,,,197.72000611E-3,1.2280000,,,,,197.72000611E-3,1.1760000,
,,,197.72399962E-3,1.2280000,,,,,197.72399962E-3,1.1760000,
,,,197.72800803E-3,1.2280000,,,,,197.72800803E-3,1.1760000,
,,,197.73200154E-3,1.2280000,,,,,197.73200154E-3,1.1760000,
,,,197.73600996E-3,1.2240001,,,,,197.73600996E-3,1.1760000,
,,,197.74000347E-3,1.2280000,,,,,197.74000347E-3,1.1760000,
,,,197.74401188E-3,1.2240001,,,,,197.74401188E-3,1.1760000,
,,,197.74800539E-3,1.2280000,,,,,197.74800539E-3,1.1720001,
,,,197.75199890E-3,1.2280000,,,,,197.75199890E-3,1.1760000,
,,,197.75600731E-3,1.2280000,,,,,197.75600731E-3,1.1720001,
,,,197.76000082E-3,1.2280000,,,,,197.76000082E-3,1.1720001,
,,,197.76400924E-3,1.2240001,,,,,197.76400924E-3,1.1720001,
,,,197.76800275E-3,1.2240001,,,,,197.76800275E-3,1.1720001,
,,,197.77201116E-3,1.2240001,,,,,197.77201116E-3,1.1720001,
,,,197.77600467E-3,1.2240001,,,,,197.77600467E-3,1.1720001,
,,,197.77999818E-3,1.2240001,,,,,197.77999818E-3,1.1720001,
,,,197.78400660E-3,1.2240001,,,,,197.78400660E-3,1.1720001,
,,,197.78800011E-3,1.2240001,,,,,197.78800011E-3,1.1720001,
,,,197.79200852E-3,1.2200000,,,,,197.79200852E-3,1.1720001,
,,,197.79600203E-3,1.2200000,,,,,197.79600203E-3,1.1720001,
,,,197.80001044E-3,1.2200000,,,,,197.80001044E-3,1.1720001,
,,,197.80400395E-3,1.2200000,,,,,197.80400395E-3,1.1680001,
,,,197.80801237E-3,1.2200000,,,,,197.80801237E-3,1.1680001,
,,,197.81200588E-3,1.2200000,,,,,197.81200588E-3,1.1720001,
,,,197.81599939E-3,1.2200000,,,,,197.81599939E-3,1.1680001,
,,,197.82000780E-3,1.2200000,,,,,197.82000780E-3,1.1680001,
,,,197.82400131E-3,1.2200000,,,,,197.82400131E-3,1.1680001,
,,,197.82800972E-3,1.2240001,,,,,197.82800972E-3,1.1680001,
,,,197.83200324E-3,1.2200000,,,,,197.83200324E-3,1.1680001,
,,,197.83601165E-3,1.2200000,,,,,197.83601165E-3,1.1680001,
,,,197.84000516E-3,1.2200000,,,,,197.84000516E-3,1.1680001,
,,,197.84399867E-3,1.2200000,,,,,197.84399867E-3,1.1640000,
,,,197.84800708E-3,1.2200000,,,,,197.84800708E-3,1.1680001,
,,,197.85200059E-3,1.2160001,,,,,197.85200059E-3,1.1680001,
,,,197.85600901E-3,1.2200000,,,,,197.85600901E-3,1.1680001,
,,,197.86000252E-3,1.2200000,,,,,197.86000252E-3,1.1640000,
,,,197.86401093E-3,1.2200000,,,,,197.86401093E-3,1.1640000,
,,,197.86800444E-3,1.2200000,,,,,197.86800444E-3,1.1640000,
,,,197.87199795E-3,1.2200000,,,,,197.87199795E-3,1.1680001,
,,,197.87600636E-3,1.2160001,,,,,197.87600636E-3,1.1640000,
,,,197.87999988E-3,1.2200000,,,,,197.87999988E-3,1.1640000,
,,,197.88400829E-3,1.2160001,,,,,197.88400829E-3,1.1640000,
,,,197.88800180E-3,1.2160001,,,,,197.88800180E-3,1.1640000,
,,,197.89201021E-3,1.2160001,,,,,197.89201021E-3,1.1640000,
,,,197.89600372E-3,1.2200000,,,,,197.89600372E-3,1.1640000,
,,,197.90001214E-3,1.2120000,,,,,197.90001214E-3,1.1640000,
,,,197.90400565E-3,1.2160001,,,,,197.90400565E-3,1.1640000,
,,,197.90799916E-3,1.2160001,,,,,197.90799916E-3,1.1640000,
,,,197.91200757E-3,1.2120000,,,,,197.91200757E-3,1.1640000,
,,,197.91600108E-3,1.2160001,,,,,197.91600108E-3,1.1600001,
,,,197.92000949E-3,1.2160001,,,,,197.92000949E-3,1.1560000,
,,,197.92400301E-3,1.2120000,,,,,197.92400301E-3,1.1640000,
,,,197.92801142E-3,1.2160001,,,,,197.92801142E-3,1.1640000,
,,,197.93200493E-3,1.2120000,,,,,197.93200493E-3,1.1600001,
,,,197.93599844E-3,1.2120000,,,,,197.93599844E-3,1.1600001,
